,elem1,elem2,elem3,elem4,comp1,comp2,comp3,comp4,melt_point
1612,Co,P,O,Vac,7.6923076923076925,23.076923076923077,69.23076923076923,0.0,1366.7178955078125
1613,K,Hg,O,Vac,40.0,20.0,40.0,0.0,826.8533325195312
1614,Zn,Ge,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1647.43212890625
1615,Ba,Ti,O,Vac,20.0,20.0,60.0,0.0,1976.72216796875
1616,Cd,Sn,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1712.2039794921875
1617,Ba,Ti,O,Vac,20.0,20.0,60.0,0.0,1976.72216796875
1618,Sm,Ti,S,O,18.181818181818183,18.181818181818183,18.181818181818183,45.45454545454545,1427.8759765625
1619,Sm,Si,Te,O,25.0,12.5,12.5,50.0,1214.97998046875
1620,Fe,Te,O,Vac,14.285714285714285,21.428571428571427,64.28571428571429,0.0,997.0617065429688
1621,Nb,Br,O,Vac,20.0,60.0,20.0,0.0,394.9362487792969
1622,Re,Cl,O,Vac,16.666666666666664,50.0,33.33333333333333,0.0,345.2427062988281
1623,La,Cu,S,O,25.0,25.0,25.0,25.0,1345.7156982421875
1624,Ba,Nb,Si,O,7.6923076923076925,15.384615384615385,10.256410256410255,66.66666666666666,1897.4801025390625
1625,Pr,Ta,Se,O,13.333333333333334,20.0,13.333333333333334,53.333333333333336,1523.9727783203125
1626,Li,Cd,B,O,16.666666666666664,16.666666666666664,16.666666666666664,50.0,1053.9346923828125
1627,Eu,S,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,2064.99462890625
1628,Rb,Pb,I,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,688.4326782226562
1629,Cs,V,O,Vac,10.0,25.0,65.0,0.0,927.393798828125
1630,Pr,Cu,S,O,25.0,25.0,25.0,25.0,1362.2943115234375
1631,Ba,In,Ru,O,20.0,10.0,10.0,60.0,1437.522705078125
1632,Pt,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1903.9298095703125
1633,Pb,I,O,Vac,42.857142857142854,28.57142857142857,28.57142857142857,0.0,893.9984741210938
1634,Na,Mo,P,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,905.5408325195312
1635,Rb,Cr,As,O,13.333333333333334,13.333333333333334,13.333333333333334,60.0,781.6101684570312
1636,Gd,Au,O,Vac,26.666666666666668,13.333333333333334,60.0,0.0,1550.9208984375
1637,Na,Sr,Ru,O,9.090909090909092,27.27272727272727,9.090909090909092,54.54545454545454,1409.0672607421875
1638,Rb,V,Se,O,9.090909090909092,18.181818181818183,9.090909090909092,63.63636363636363,697.9771118164062
1639,Sr,Li,Ta,O,8.333333333333332,16.666666666666664,16.666666666666664,58.333333333333336,1983.070068359375
1640,Mn,H,O,Vac,25.0,25.0,50.0,0.0,413.23419189453125
1641,Fe,H,O,Vac,25.0,25.0,50.0,0.0,392.38385009765625
1642,Mn,H,O,Vac,25.0,25.0,50.0,0.0,413.23419189453125
1643,Fe,H,O,Vac,20.0,40.0,40.0,0.0,327.0078430175781
1644,Cr,H,O,Vac,25.0,25.0,50.0,0.0,411.0658874511719
1645,Ba,Li,Re,O,20.0,10.0,10.0,60.0,1098.51904296875
1646,Ba,Na,Sb,O,20.0,5.0,15.0,60.0,1765.2557373046875
1647,Na,Ca,Ru,O,9.090909090909092,27.27272727272727,9.090909090909092,54.54545454545454,1390.8543701171875
1648,Ba,Os,N,O,18.51851851851852,11.11111111111111,3.7037037037037033,66.66666666666666,560.6082153320312
1649,Gd,Bi,I,O,12.5,25.0,12.5,50.0,1079.6451416015625
1650,Mn,V,Pb,O,19.230769230769234,7.6923076923076925,11.538461538461538,61.53846153846154,1361.56884765625
1651,Li,Ca,Ru,O,9.090909090909092,27.27272727272727,9.090909090909092,54.54545454545454,1443.8372802734375
1652,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1653,Ag,N,O,Vac,20.0,20.0,60.0,0.0,487.2139892578125
1654,Tl,V,Te,O,12.5,12.5,12.5,62.5,691.7472534179688
1655,Rb,V,S,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,605.5464477539062
1656,Ba,Y,Ru,O,20.0,10.0,10.0,60.0,1413.1522216796875
1657,K,H,Pb,O,13.333333333333334,40.0,6.666666666666667,40.0,410.27490234375
1658,Cd,H,Cl,O,25.0,25.0,25.0,25.0,402.4162292480469
1659,Tl,V,Se,O,5.555555555555555,16.666666666666664,11.11111111111111,66.66666666666666,644.6239013671875
1660,Hg,Pb,N,O,12.903225806451612,6.451612903225806,19.35483870967742,61.29032258064516,436.2732849121094
1661,Nb,Ni,O,Vac,13.333333333333334,26.666666666666668,60.0,0.0,1756.7957763671875
1662,Re,P,O,Vac,13.333333333333334,13.333333333333334,73.33333333333333,0.0,765.4576416015625
1663,Ce,P,O,Vac,5.0,25.0,70.0,0.0,2157.346435546875
1664,Eu,P,Cl,O,23.809523809523807,14.285714285714285,4.761904761904762,57.14285714285714,1654.407470703125
1665,Fe,P,O,Vac,16.27906976744186,18.6046511627907,65.11627906976744,0.0,1478.657470703125
1666,Na,La,Ti,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1767.7791748046875
1667,Ba,Fe,O,Vac,10.526315789473683,31.57894736842105,57.89473684210527,0.0,1908.7647705078125
1668,Mn,Fe,Cl,O,33.33333333333333,4.761904761904762,14.285714285714285,47.61904761904761,874.2503662109375
1669,Cs,K,Ru,O,5.88235294117647,29.411764705882355,11.76470588235294,52.94117647058824,957.23583984375
1670,K,La,Ti,O,11.76470588235294,11.76470588235294,17.647058823529413,58.82352941176471,1531.7861328125
1671,Ni,O,Vac,Vac,42.857142857142854,57.14285714285714,0.0,0.0,1995.87646484375
1672,Ba,Nd,Ti,O,6.25,12.5,18.75,62.5,2161.48291015625
1673,La,Ag,S,O,25.0,25.0,25.0,25.0,1172.1842041015625
1674,Cu,N,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,435.0167236328125
1675,La,Ti,S,O,24.691358024691358,13.580246913580247,54.32098765432099,7.4074074074074066,1409.838134765625
1676,Lu,Ta,Br,O,4.3478260869565215,26.08695652173913,56.52173913043478,13.043478260869565,513.5679321289062
1677,Rb,Ge,Sb,O,12.5,12.5,12.5,62.5,1470.8980712890625
1678,Sr,Re,Cl,O,20.833333333333336,12.5,4.166666666666666,62.5,1109.0506591796875
1679,Sc,Nb,Cl,O,4.3478260869565215,26.08695652173913,56.52173913043478,13.043478260869565,420.92474365234375
1680,Gd,Se,O,Vac,40.0,40.0,20.0,0.0,2232.946533203125
1681,Sr,In,Rh,O,27.27272727272727,9.090909090909092,9.090909090909092,54.54545454545454,1593.8917236328125
1682,Ag,N,O,Vac,20.0,20.0,60.0,0.0,487.2139892578125
1683,Sr,Li,Ru,O,27.27272727272727,9.090909090909092,9.090909090909092,54.54545454545454,1464.5693359375
1684,Pb,O,Vac,Vac,50.0,50.0,0.0,0.0,1064.087158203125
1685,K,Cl,O,Vac,60.0,20.0,20.0,0.0,880.1522216796875
1686,Li,Cr,O,Vac,8.333333333333332,25.0,66.66666666666666,0.0,614.711669921875
1687,Fe,Sb,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1671.489501953125
1688,Li,Mn,O,Vac,25.0,25.0,50.0,0.0,1468.3348388671875
1689,Cd,Sn,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1712.2039794921875
1690,Na,Ti,P,O,5.555555555555555,11.11111111111111,16.666666666666664,66.66666666666666,1419.8330078125
1691,Al,Sb,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1910.170654296875
1692,Ba,Na,Re,O,20.0,10.0,10.0,60.0,1118.5782470703125
1693,Cs,Ru,Cl,O,23.52941176470588,11.76470588235294,58.82352941176471,5.88235294117647,951.6837768554688
1694,Zr,N,O,Vac,4.166666666666666,25.0,70.83333333333334,0.0,487.97198486328125
1695,Gd,Ru,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,1439.4935302734375
1696,Ru,O,F,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,362.8354797363281
1697,Bi,As,O,Vac,36.58536585365854,2.4390243902439024,60.97560975609756,0.0,1091.764404296875
1698,Bi,P,O,Vac,36.58536585365854,2.4390243902439024,60.97560975609756,0.0,1144.415771484375
1699,Co,Te,Br,O,25.0,12.5,25.0,37.5,493.2989807128906
1700,Ga,Fe,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1791.8931884765625
1701,Tl,H,N,O,4.545454545454546,27.27272727272727,13.636363636363635,54.54545454545454,402.80792236328125
1702,K,H,Ru,O,20.0,20.0,10.0,50.0,698.8285522460938
1703,Ba,Re,O,Vac,20.833333333333336,12.5,66.66666666666666,0.0,1160.7025146484375
1704,Na,Ag,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,846.7811889648438
1705,H,Pb,Cl,O,12.5,37.5,12.5,37.5,861.6419677734375
1706,V,P,Pb,O,12.0,16.0,4.0,68.0,953.7560424804688
1707,Yb,V,O,Vac,20.0,20.0,60.0,0.0,1678.7989501953125
1708,Gd,Mn,O,Vac,12.5,25.0,62.5,0.0,1878.173828125
1709,Ca,Hg,O,Vac,25.0,25.0,50.0,0.0,1350.8050537109375
1710,Cr,P,Pb,O,8.0,16.0,12.0,64.0,935.8101806640625
1711,Li,Mn,Zn,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1306.215087890625
1712,Na,V,P,O,25.0,6.25,12.5,56.25,1195.0093994140625
1713,Sr,Mn,Mo,O,20.0,10.0,10.0,60.0,1614.8944091796875
1714,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1715,La,Zn,P,O,25.0,25.0,25.0,25.0,1527.9642333984375
1716,Nd,Zn,As,O,25.0,25.0,25.0,25.0,1538.2279052734375
1717,Ag,P,H,O,25.0,12.5,12.5,50.0,618.4912719726562
1718,Re,Ag,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,796.9061889648438
1719,Cd,As,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,1269.3177490234375
1720,K,Sr,Ta,O,16.666666666666664,8.333333333333332,16.666666666666664,58.333333333333336,1881.340576171875
1721,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1722,Cs,Sr,Ta,O,6.25,12.5,18.75,62.5,1689.3558349609375
1723,Tc,Ag,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,701.0855102539062
1724,Gd,Mo,O,Vac,11.76470588235294,17.647058823529413,70.58823529411765,0.0,1358.3953857421875
1725,Zn,As,H,O,22.22222222222222,11.11111111111111,11.11111111111111,55.55555555555556,373.9037780761719
1726,Hg,H,N,O,22.22222222222222,5.555555555555555,16.666666666666664,55.55555555555556,370.1406555175781
1727,Cs,Hg,O,Vac,40.0,20.0,40.0,0.0,801.88134765625
1728,La,Se,O,Vac,40.0,20.0,40.0,0.0,2194.89111328125
1729,Sc,S,O,Vac,40.0,20.0,40.0,0.0,2321.697509765625
1730,Gd,H,I,O,3.225806451612903,58.06451612903226,9.67741935483871,29.03225806451613,394.7698974609375
1731,Ba,Cu,O,Vac,20.0,40.0,40.0,0.0,1485.2578125
1732,K,Nb,O,Vac,20.0,20.0,60.0,0.0,1493.2490234375
1733,Ca,Mn,Ge,O,15.0,10.0,15.0,60.0,1580.78173828125
1734,Rb,Cu,O,Vac,25.0,25.0,50.0,0.0,857.9078979492188
1735,Na,Cu,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,996.225341796875
1736,Rb,Cu,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,799.1157836914062
1737,Li,Au,O,Vac,42.857142857142854,14.285714285714285,42.857142857142854,0.0,927.3994140625
1738,Rb,Au,O,Vac,25.0,25.0,50.0,0.0,880.9745483398438
1739,K,Sn,O,Vac,28.57142857142857,28.57142857142857,42.857142857142854,0.0,1030.068603515625
1740,La,Se,O,Vac,40.0,40.0,20.0,0.0,2195.745361328125
1741,Ti,V,O,Vac,10.0,20.0,70.0,0.0,1553.447021484375
1742,Gd,I,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,1147.3975830078125
1743,Rb,N,O,Vac,25.0,25.0,50.0,0.0,723.384521484375
1744,Mn,As,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1359.416259765625
1745,K,Co,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1373.4906005859375
1746,Y,Se,O,Vac,40.0,20.0,40.0,0.0,2301.857666015625
1747,Mn,Cd,O,Vac,6.666666666666667,40.0,53.333333333333336,0.0,1149.26806640625
1748,Y,Pb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1623.9364013671875
1749,Ti,O,Vac,Vac,38.095238095238095,61.904761904761905,0.0,0.0,2000.696044921875
1750,Ti,Co,O,Vac,25.0,12.5,62.5,0.0,1659.434814453125
1751,Li,V,Co,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1003.1116943359375
1752,Yb,Sb,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1676.9945068359375
1753,Li,Mn,Te,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1133.34912109375
1754,Ca,Cd,O,Vac,25.0,25.0,50.0,0.0,1578.6856689453125
1755,W,O,F,Vac,20.0,20.0,60.0,0.0,403.9859619140625
1756,Lu,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1757.326171875
1757,Ta,Cr,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1963.7342529296875
1758,Zn,Co,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1893.270263671875
1759,Nb,V,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1532.7476806640625
1760,Li,V,Si,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1034.6368408203125
1761,Ta,Mn,O,Vac,22.22222222222222,11.11111111111111,66.66666666666666,0.0,1671.5936279296875
1762,Rb,O,Vac,Vac,66.66666666666666,33.33333333333333,0.0,0.0,693.1487426757812
1763,Ta,O,F,Vac,27.27272727272727,63.63636363636363,9.090909090909092,0.0,1378.2608642578125
1764,Eu,Hf,O,Vac,20.0,20.0,60.0,0.0,2706.88134765625
1765,Rb,Sn,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,964.1304321289062
1766,Li,Fe,C,O,10.0,10.0,20.0,60.0,481.5981140136719
1767,Tm,Se,O,Vac,40.0,20.0,40.0,0.0,2220.32861328125
1768,Li,V,Co,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1003.1116943359375
1769,In,Hg,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1202.444091796875
1770,Nb,V,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,1528.328125
1771,Hg,Sb,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,1033.7342529296875
1772,Tb,Mn,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1898.2498779296875
1773,Yb,Ti,O,Vac,20.0,20.0,60.0,0.0,2150.41357421875
1774,Ti,Sn,O,Vac,20.0,20.0,60.0,0.0,1797.28125
1775,Mn,Zn,O,Vac,20.0,20.0,60.0,0.0,1620.4521484375
1776,Cd,Sn,O,Vac,20.0,20.0,60.0,0.0,1713.528076171875
1777,Zn,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,909.4140014648438
1778,Li,Ce,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1483.4852294921875
1779,V,O,F,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,836.930419921875
1780,Hg,Se,O,Vac,30.0,10.0,60.0,0.0,849.9129638671875
1781,Fe,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,919.014892578125
1782,V,O,Vac,Vac,28.57142857142857,71.42857142857143,0.0,0.0,883.81591796875
1783,Co,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1214.330322265625
1784,Li,Fe,O,F,33.33333333333333,16.666666666666664,33.33333333333333,16.666666666666664,1053.5224609375
1785,Eu,Re,O,Vac,9.090909090909092,18.181818181818183,72.72727272727273,0.0,967.0693969726562
1786,Tb,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1710.935791015625
1787,La,S,O,Vac,40.0,40.0,20.0,0.0,2347.043212890625
1788,Li,Fe,Sb,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1709.7730712890625
1789,Tm,Te,O,Vac,40.0,20.0,40.0,0.0,1650.1220703125
1790,Na,Sn,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1245.4012451171875
1791,Ba,Tl,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1192.966064453125
1792,Ba,Te,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1254.4752197265625
1793,La,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1620.69140625
1794,Tm,Mn,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1893.5008544921875
1795,Ti,N,O,Vac,37.5,25.0,37.5,0.0,687.0574951171875
1796,Li,Fe,O,Vac,40.0,20.0,40.0,0.0,1472.250732421875
1797,In,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1576.5413818359375
1798,Tl,Ge,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1027.52490234375
1799,Ta,V,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1751.197021484375
1800,V,O,F,Vac,33.33333333333333,50.0,16.666666666666664,0.0,1203.68017578125
1801,Sr,Sb,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1431.6099853515625
1802,Tb,Se,O,Vac,40.0,20.0,40.0,0.0,2284.5673828125
1803,Ba,Si,O,Vac,60.0,20.0,20.0,0.0,1647.2769775390625
1804,Na,Cu,O,Vac,50.0,16.666666666666664,33.33333333333333,0.0,853.2778930664062
1805,Gd,Sb,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,1806.522216796875
1806,Bi,Te,O,Vac,40.0,20.0,40.0,0.0,864.3812255859375
1807,Rb,Cl,O,Vac,60.0,20.0,20.0,0.0,748.2847290039062
1808,La,Ce,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,2174.8984375
1809,Cd,Bi,O,Vac,20.0,20.0,60.0,0.0,1113.7945556640625
1810,Rb,Fe,O,Vac,25.0,25.0,50.0,0.0,1136.3724365234375
1811,Mg,Ni,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,2174.435302734375
1812,Mn,P,O,Vac,10.0,20.0,70.0,0.0,1406.491943359375
1813,Lu,V,O,Vac,20.0,20.0,60.0,0.0,1792.505615234375
1814,V,O,F,Vac,33.33333333333333,50.0,16.666666666666664,0.0,1203.68017578125
1815,Ho,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1714.6962890625
1816,Cs,Gd,O,Vac,25.0,25.0,50.0,0.0,1178.6068115234375
1817,Li,Co,Ge,O,25.0,12.5,12.5,50.0,1482.242919921875
1818,V,O,F,Vac,33.33333333333333,50.0,16.666666666666664,0.0,1203.68017578125
1819,Li,Mn,Sb,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1736.069580078125
1820,Li,Fe,O,Vac,25.0,25.0,50.0,0.0,1553.8831787109375
1821,Er,Pb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1664.2730712890625
1822,Rb,Be,O,Vac,28.57142857142857,28.57142857142857,42.857142857142854,0.0,904.3829345703125
1823,Y,Te,O,Vac,40.0,20.0,40.0,0.0,1631.2432861328125
1824,Dy,Mn,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1895.830322265625
1825,Zn,Cr,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1105.0137939453125
1826,Li,Mn,Sn,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1657.4493408203125
1827,Li,Fe,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1619.25244140625
1828,Li,Ti,Te,O,20.0,10.0,10.0,60.0,1203.5281982421875
1829,Li,V,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1011.1326904296875
1830,Sm,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1634.795654296875
1831,Li,V,Cr,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,792.8118896484375
1832,Li,Ni,Sb,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1842.6912841796875
1833,Li,Ti,Cr,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1419.893310546875
1834,Cd,Co,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,533.477294921875
1835,Li,Fe,Sn,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1623.1180419921875
1836,Cd,Ni,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,552.2265014648438
1837,Y,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1720.2965087890625
1838,Li,Mn,Ni,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1572.1634521484375
1839,Rb,Mg,O,Vac,40.0,20.0,40.0,0.0,922.0006713867188
1840,Li,Fe,Co,O,25.0,18.75,6.25,50.0,1269.44140625
1841,Li,Co,Bi,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1178.1910400390625
1842,Er,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1730.9698486328125
1843,V,Sb,P,O,8.823529411764707,2.941176470588235,17.647058823529413,70.58823529411765,1057.980224609375
1844,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1845,Li,Ni,Sn,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1795.27734375
1846,Li,Cr,Sn,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1326.692626953125
1847,Ta,Tl,O,Vac,20.0,20.0,60.0,0.0,1160.666015625
1848,K,Sb,O,Vac,5.263157894736842,26.31578947368421,68.42105263157895,0.0,1628.291748046875
1849,K,Mn,Cr,O,23.076923076923077,7.6923076923076925,7.6923076923076925,61.53846153846154,1148.64990234375
1850,Li,Au,O,Vac,50.0,10.0,40.0,0.0,879.7669677734375
1851,Li,Mn,Co,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1345.54296875
1852,Os,O,F,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,352.1554870605469
1853,Li,Co,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1671.1204833984375
1854,Li,Fe,O,Vac,25.0,25.0,50.0,0.0,1553.8831787109375
1855,Ba,Nb,O,Vac,4.3478260869565215,34.78260869565217,60.86956521739131,0.0,1951.873046875
1856,Li,Mn,P,O,15.384615384615385,7.6923076923076925,15.384615384615385,61.53846153846154,1451.0574951171875
1857,K,Sb,O,Vac,36.36363636363637,18.181818181818183,45.45454545454545,0.0,1044.6641845703125
1858,Na,Cu,H,O,41.66666666666667,8.333333333333332,16.666666666666664,33.33333333333333,789.8406982421875
1859,Li,Nb,Co,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1531.06787109375
1860,Fe,H,O,F,15.384615384615385,30.76923076923077,15.384615384615385,38.46153846153847,287.87225341796875
1861,Li,Nb,Cr,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1240.6898193359375
1862,Nb,P,O,Vac,25.71428571428571,2.857142857142857,71.42857142857143,0.0,1693.3504638671875
1863,V,Bi,O,Vac,2.9850746268656714,35.82089552238806,61.19402985074627,0.0,1136.6539306640625
1864,Fe,O,F,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,489.7088928222656
1865,Ba,Nb,O,Vac,29.411764705882355,11.76470588235294,58.82352941176471,0.0,2171.189697265625
1866,Na,Fe,H,O,45.45454545454545,9.090909090909092,9.090909090909092,36.36363636363637,764.968994140625
1867,V,O,F,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,836.930419921875
1868,Sn,S,O,Vac,9.090909090909092,18.181818181818183,72.72727272727273,0.0,1699.2906494140625
1869,Nb,As,O,Vac,25.71428571428571,2.857142857142857,71.42857142857143,0.0,1573.4244384765625
1870,Nb,Tl,O,Vac,18.75,18.75,62.5,0.0,1136.557373046875
1871,Sr,Ni,O,Vac,25.0,18.75,56.25,0.0,2097.611328125
1872,W,O,F,Vac,20.0,40.0,40.0,0.0,456.00811767578125
1873,W,O,F,Vac,20.0,40.0,40.0,0.0,456.00811767578125
1874,Sr,Ni,O,Vac,24.324324324324326,18.91891891891892,56.75675675675676,0.0,2084.711181640625
1875,Ti,Mn,P,O,11.11111111111111,5.555555555555555,16.666666666666664,66.66666666666666,1576.3184814453125
1876,V,P,W,O,2.941176470588235,17.647058823529413,8.823529411764707,70.58823529411765,1117.0670166015625
1877,Ba,Mn,O,Vac,20.51282051282051,20.51282051282051,58.97435897435898,0.0,1816.6090087890625
1878,Nb,O,F,Vac,27.27272727272727,63.63636363636363,9.090909090909092,0.0,979.1950073242188
1879,Na,Fe,O,Vac,50.0,10.0,40.0,0.0,1190.124755859375
1880,Ca,Cd,O,Vac,12.5,37.5,50.0,0.0,1413.22900390625
1881,Rb,I,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,748.8228759765625
1882,Cu,O,Vac,Vac,40.0,60.0,0.0,0.0,1458.947265625
1883,Li,Pd,O,Vac,40.0,20.0,40.0,0.0,1094.0028076171875
1884,Na,V,O,Vac,12.5,25.0,62.5,0.0,985.8628540039062
1885,Cd,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1236.6392822265625
1886,Na,Cu,P,O,7.142857142857142,7.142857142857142,21.428571428571427,64.28571428571429,1035.7991943359375
1887,Na,Mn,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1267.267822265625
1888,Li,V,O,F,25.0,12.5,12.5,50.0,832.8447875976562
1889,Rb,Co,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1138.36181640625
1890,Na,Cu,O,Vac,42.857142857142854,14.285714285714285,42.857142857142854,0.0,875.0484619140625
1891,Na,Sn,O,Vac,53.333333333333336,6.666666666666667,40.0,0.0,928.6813354492188
1892,Li,V,C,O,10.0,10.0,20.0,60.0,595.9908447265625
1893,K,Os,O,Vac,25.0,12.5,62.5,0.0,960.8851928710938
1894,Li,V,O,F,33.33333333333333,16.666666666666664,33.33333333333333,16.666666666666664,902.8729858398438
1895,Li,Mn,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1623.0106201171875
1896,V,O,F,Vac,33.33333333333333,55.55555555555556,11.11111111111111,0.0,1323.005615234375
1897,Nb,Co,O,Vac,22.22222222222222,11.11111111111111,66.66666666666666,0.0,1653.1658935546875
1898,V,P,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,895.0289916992188
1899,V,O,F,Vac,33.33333333333333,50.0,16.666666666666664,0.0,1203.68017578125
1900,Li,Co,O,F,33.33333333333333,16.666666666666664,33.33333333333333,16.666666666666664,1011.3626708984375
1901,Na,Co,O,Vac,53.333333333333336,6.666666666666667,40.0,0.0,1238.30712890625
1902,Na,Ni,O,Vac,56.00000000000001,8.0,36.0,0.0,1290.9371337890625
1903,Na,Tl,O,Vac,50.0,10.0,40.0,0.0,868.5547485351562
